RecordType,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,ModelMatchStatus,CurrentConfirmedFundingAmount,CurrentMappedFundingAmount,CurrentAssumptionFundingAmount,CurrentModelFundingAmount,CurrentComponentsMissingInput,CurrentRowsMissingInput,CurrentComponentsMissingRate,CurrentRowsMissingRate,ProposedCalculationUnitCount,ProposedPrincipalPositions,OperationalEnrollmentBasis,CharterBuildingPolicy,ProposedBaseFundingAmount,ProposedCentralOfficeFundingAmount,ProposedPositionBasedFundingAmount,ProposedComponentsMissingInput,ProposedRowsMissingInput,ProposedComponentsMissingRate,ProposedRowsMissingRate,PositionBasedComparisonBasis,FullModelComparisonBasis,CurrentModelComplete,ProposedModelComplete,ComparisonComplete,ComparisonStatus,ComparisonInterpretation,ProposedOpportunityFundingAmount,ProposedOperationalFundingAmount,IsSchool,Enrollment,LI,MLL,K8Enrollment,Grade10Enrollment,ProposedWeightedFundingAmount,ProposedModelFundingAmount,PositionBasedFundingDifference,PreliminaryPositionBasedPercentDifference,PositionBasedPercentDifference,FullModelFundingDifference,PreliminaryFullModelPercentDifference,FullModelPercentDifference,ReportPositionBasedPercentDifference,ReportGrossFullModelPercentDifference,PositionBasedDirection,GrossFullModelDirection,CurrentModeledFundingPerStudent,ProposedPositionBasedFundingPerStudent,ProposedWeightedFundingPerStudent,ProposedFullModelFundingPerStudent,AdjustedReportingScope,ExcludedLEA,WeightedPoolTreatment
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,286,Calloway (Cab) School of the Arts,Matched,5902432,560343.26,606543.88,7069319.14,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,7168298.76,0,7168298.76,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,378537.3486928814,1058013.4869691671,TRUE,941,100,19,453,117,1436550.8356620485,8604849.595662048,98979.62000000011,1.4001294614066626,,1535530.4556620484,21.72105156455065,,1.4001294614066626,21.72105156455065,Increase,Increase,7512.560191285866,7617.745759829968,1526.621504423006,9144.367264252973,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,284,Conrad Schools of Science,Matched,7076484.55,693765.54,708226.05,8478476.14,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,8802367.23,0,8802367.23,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,689370.8434457957,1455528.868782743,TRUE,1163,170,52,506,168,2144899.712228539,10947266.942228539,323891.08999999985,3.820156884937578,,2468790.8022285383,29.118331660818217,,3.820156884937578,29.118331660818217,Increase,Increase,7290.177248495272,7568.673456577816,1844.2817817958203,9412.955238373635,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,290,Dickinson (John) School,Matched,8121338.4,669440.73,659054.76,9449833.88,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,10056185.81,0,10056185.81,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1450803.9454743653,2148944.5393090355,TRUE,1030,278,224,270,194,3599748.484783401,13655934.294783402,606351.9299999997,6.416535334904741,,4206100.414783401,44.50978152838599,,6.416535334904741,44.50978152838599,Increase,Increase,9174.596000000001,9763.287194174758,3494.901441537282,13258.18863571204,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,530,First State School,Matched,670200.35,13872.76,5219.84,689292.96,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,924135.64,0,924135.64,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,51458.89118041394,136321.6565895342,TRUE,19,14,2,10,2,187780.54776994814,1111916.187769948,234842.68000000005,34.0700824798791,,422623.2277699481,61.312569878843405,,34.0700824798791,61.312569878843405,Increase,Increase,36278.57684210526,48638.717894736845,9883.186724734112,58521.90461947095,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,240,Forest Oak Elementary School,Matched,3335444.5,190555.17,449636.15,3975635.82,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4014739.53,0,4014739.53,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,896939.864559477,1005416.942300764,TRUE,436,136,190,436,0,1902356.806860241,5917096.336860241,39103.70999999996,0.9835838032066017,,1941460.5168602415,48.83396278636612,,0.9835838032066017,48.83396278636612,Increase,Increase,9118.430779816514,9208.118188073395,4363.203685459269,13571.321873532665,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,Matched,4465265.75,285568.33,549752.36,5300586.44,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5550246.22,0,5550246.22,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,337702.0688293094,822662.6527402062,TRUE,486,85,23,486,0,1160364.7215695158,6710610.9415695155,249659.77999999933,4.710040725229628,,1410024.501569515,26.601292470753766,,4.710040725229628,26.601292470753766,Increase,Increase,10906.55646090535,11420.259711934155,2387.581731624518,13807.841443558675,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,Matched,1820392.7,100198.32,193029.42,2113620.43,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2218312.23,0,2218312.23,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,583902.403822416,614878.6531472822,TRUE,228,167,11,228,0,1198781.056969698,3417093.286969698,104691.79999999981,4.953197769762275,,1303472.8569696979,61.67014845563817,,4.953197769762275,61.67014845563817,Increase,Increase,9270.26504385965,9729.439605263158,5257.811653375868,14987.251258639026,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,Matched,2927870.15,156696.59,333338.42,3417905.16,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3598477.9,0,3598477.9,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,878342.3538393176,953064.3519211756,TRUE,355,175,126,355,0,1831406.7057604932,5429884.605760493,180572.73999999976,5.283140741096507,,2011979.4457604932,58.86586524713557,,5.283140741096507,58.86586524713557,Increase,Increase,9627.90185915493,10136.557464788732,5158.892128902798,15295.44959369153,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,Matched,3910451.4,226021.94,491916.88,4628390.22,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4751161.65,0,4751161.65,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,396540.5315072033,742743.2277245809,TRUE,517,65,77,517,0,1139283.7592317841,5890445.409231785,122771.43000000063,2.652573014900214,,1262055.189231785,27.267691988852768,,2.652573014900214,27.267691988852768,Increase,Increase,8952.398878143133,9189.867794970987,2203.6436348777256,11393.511429848713,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,256,Marbrook Elementary School,Matched,4550843.7,287748.65,551840.3,5390432.65,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5694411.22,0,5694411.22,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,778049.5197292713,1111699.694127608,TRUE,490,145,126,490,0,1889749.2138568794,7584160.433856879,303978.56999999937,5.639223968413729,,2193727.783856879,40.69669220070635,,5.639223968413729,40.69669220070635,Increase,Increase,11000.882959183675,11621.247387755102,3856.631048687509,15477.87843644261,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,294,McKean (Thomas) High School,Matched,8878078.25,723578.39,592136,10193792.64,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,11001482.46,0,11001482.46,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1607508.40331347,2406137.4141965196,TRUE,917,320,231,0,226,4013645.8175099897,15015128.277509991,807689.8200000003,7.923349517927806,,4821335.6375099905,47.296779596940965,,7.923349517927806,47.296779596940965,Increase,Increase,11116.458713195203,11997.254591057797,4376.931098702279,16374.185689760077,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,516,Meadowood Program,Matched,6213974.2,173829.01,484294.79,6872098,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,7735470.96,0,7735470.96,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,122679.18522991851,946510.1133616931,TRUE,156,36,1,77,4,1069189.2985916117,8804660.258591611,863372.96,12.563455294147435,,1932562.258591611,28.121866984312664,,12.563455294147435,28.121866984312664,Increase,Increase,44051.91025641026,49586.35230769231,6853.777555074434,56440.129862766735,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,264,Mote (Anna P.) Elementary School,Matched,3804680.9,141381.5,378124.3,4324186.71,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4628390.69,0,4628390.69,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,591207.6843316662,905167.9932172651,TRUE,299,110,96,299,0,1496375.6775489314,6124766.367548931,304203.98000000045,7.0349409126230915,,1800579.6575489314,41.63972969494954,,7.0349409126230915,41.63972969494954,Increase,Increase,14462.162909698996,15479.567525083614,5004.600928257296,20484.168453340906,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,270,North Star Elementary School,Matched,4449880.95,322376.46,599862.85,5372120.27,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5531286.95,0,5531286.95,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,160394.2435878446,653716.1759265483,TRUE,582,25,33,582,0,814110.419514393,6345397.369514393,159166.68000000063,2.9628279338578665,,973277.0995143931,18.117187452960604,,2.9628279338578665,18.117187452960604,Increase,Increase,9230.447199312714,9503.929467353952,1398.815153804799,10902.74462115875,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,529,Red Clay Early Years Program,Matched,8892501.5,334835.75,592136,9819473.25,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,11017392.77,0,11017392.77,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,471376.3203172182,1673705.321079164,TRUE,358,141,0,0,0,2145081.6413963824,13162474.411396382,1197919.5199999996,12.199427499840683,,3343001.1613963824,34.04460785507392,,12.199427499840683,34.04460785507392,Increase,Increase,27428.696229050278,30774.840139664804,5991.84816032509,36766.688299989895,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,254,Richardson Park Elementary School,Matched,5484280.6,312941.26,651434.53,6448656.39,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6742473.18,0,6742473.18,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1198784.1497366019,1522811.4616377782,TRUE,539,243,166,539,0,2721595.61137438,9464068.79137438,293816.79000000004,4.556248189244893,,3015412.40137438,46.760320584771925,,4.556248189244893,46.760320584771925,Increase,Increase,11964.112040816326,12509.22667903525,5049.342507188089,17558.56918622334,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,260,Richey Elementary School,Matched,3055756.3,169194.34,348997.95,3573948.59,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3747740.54,0,3747740.54,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,574566.5029682216,760031.454991901,TRUE,385,128,63,385,0,1334597.9579601225,5082338.497960122,173791.9500000002,4.862743422954503,,1508389.9079601225,42.20513725856707,,4.862743422954503,42.20513725856707,Increase,Increase,9282.98335064935,9734.391012987013,3466.4882024938247,13200.879215480838,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,248,Shortlidge (Evan G.) Academy,Matched,3631601.9,155852.83,399525.66,4186980.39,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4430467.47,0,4430467.47,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,808063.0789740556,989917.7131514172,TRUE,340,225,24,340,0,1797980.7921254728,6228448.262125473,243487.0799999996,5.815338437732679,,2041467.8721254724,48.75752169752752,,5.815338437732679,48.75752169752752,Increase,Increase,12314.648205882353,13030.786676470587,5288.178800369038,18318.965476839625,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,280,Skyline Middle School,Matched,3453715.15,171826.58,423014.95,4048556.68,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4150667.07,0,4150667.07,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,710741.8843931956,996911.0694307657,TRUE,385,175,54,385,0,1707652.9538239613,5858320.023823962,102110.38999999966,2.522143027030553,,1809763.3438239614,44.7014451536334,,2.522143027030553,44.7014451536334,Increase,Increase,10515.731636363636,10780.953428571429,4435.462217724575,15216.415646296004,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,282,Stanton Middle School,Matched,4120069.3,219517.06,480955.21,4820541.56,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4990962.98,0,4990962.98,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1030193.1337807509,1294275.0838763686,TRUE,496,187,174,496,0,2324468.2176571195,7315431.1976571195,170421.42000000086,3.5353168908266994,,2494889.63765712,51.755380730648035,,3.5353168908266994,51.755380730648035,Increase,Increase,9718.83379032258,10062.425362903226,4686.427858179676,14748.853221082902,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,266,Warner Elementary School,Matched,3436407.25,164388.99,413097.25,4013893.49,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4129436.52,0,4129436.52,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,861304.9538719815,1054549.3360680016,TRUE,366,227,44,366,0,1915854.289939983,6045290.809939983,115543.0299999998,2.87857737849441,,2031397.319939983,50.60914857359563,,2.87857737849441,50.60914857359563,Increase,Increase,10966.922103825138,11282.613442622951,5234.57456267755,16517.1880053005,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,271,William F. Cooke Jr. Elementary,Matched,4321033.25,333333.33,616044.37,5270410.94,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5309596.76,0,5309596.76,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,290651.10961718886,730415.4043298224,TRUE,613,57,43,613,0,1021066.5139470112,6330663.273947011,39185.81999999937,0.7435059703332993,,1060252.3339470103,20.11707143934796,,0.7435059703332993,20.11707143934796,Increase,Increase,8597.733996737357,8661.658662316477,1665.6876247096432,10327.34628702612,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,292,duPont (Alexis I.) High School,Matched,4690268.45,416872.79,296068,5403209.24,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5854966.91,0,5854966.91,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1129792.5853339871,1471516.006509719,TRUE,543,253,122,0,140,2601308.591843706,8456275.501843706,451757.6699999999,8.360913855706983,,3053066.2618437055,56.50468316573477,,8.360913855706983,56.50468316573477,Increase,Increase,9950.661583793739,10782.627826887661,4790.6235577232155,15573.251384610876,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,274,duPont (Alexis I.) Middle School,Matched,3325829,180867.56,436586.54,3943283.1,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4003593.94,0,4003593.94,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,834238.2704936406,1036317.8188839322,TRUE,411,182,97,411,0,1870556.0893775728,5874150.029377572,60310.83999999985,1.5294575223371574,,1930866.9293775721,48.96597277982837,,1.5294575223371574,48.96597277982837,Increase,Increase,9594.362773722629,9741.104476885645,4551.231361015992,14292.335837901635,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,276,duPont (H.B.) Middle School,Matched,5392933.35,403026.47,774622.82,6570582.64,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6636069.03,0,6636069.03,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,559287.323055654,1148065.1467802206,TRUE,775,129,55,775,0,1707352.4698358746,8343421.499835875,65486.390000000596,0.9966603205222087,,1772838.8598358752,26.98145593730597,,0.9966603205222087,26.98145593730597,Increase,Increase,8478.171148387097,8562.669716129032,2203.0354449495157,10765.705161078547,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,23,Seaford School District,District,TRUE,761,Blades Elementary School,Matched,2672097.85,165932.28,348475.97,3186506.1,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3306617.18,0,3306617.18,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,845381.9187280901,841219.4423093614,TRUE,384,154,142,384,0,1686601.3610374515,4993218.5410374515,120111.08000000007,3.7693660777865787,,1806712.4410374514,56.698853990502364,,3.7693660777865787,56.698853990502364,Increase,Increase,8298.19296875,8610.982239583334,4392.191044368364,13003.173283951697,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,23,Seaford School District,District,TRUE,762,Frederick Douglass Elementary School,Matched,2895177.45,191451.82,380838.99,3467468.26,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3562614.6,0,3562614.6,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,977248.4228357438,1011548.3267596349,TRUE,446,183,157,446,0,1988796.7495953785,5551411.349595379,95146.34000000032,2.7439714761801546,,2083943.0895953793,60.09984615101796,,2.7439714761801546,60.09984615101796,Increase,Increase,7774.592511210762,7987.925112107623,4459.185537209369,12447.110649316994,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,23,Seaford School District,District,TRUE,763,Seaford Autistic Program,Matched,2826907.4,55553.55,181440.99,3063901.95,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3484666.01,0,3484666.01,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,119509.43639878617,485111.2351172305,TRUE,86,26,14,64,4,604620.6715160167,4089286.6815160164,420764.0599999996,13.732947948938103,,1025384.7315160162,33.46663007659289,,13.732947948938103,33.46663007659289,Increase,Increase,35626.76686046512,40519.372209302324,7030.4729246048455,47549.84513390717,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,23,Seaford School District,District,TRUE,759,Seaford Central Elementary School,Matched,3772949.75,216913.66,453812.02,4443675.43,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4592531.14,0,4592531.14,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,949315.01126139,1139673.1192450023,TRUE,496,183,145,444,0,2088988.1305063923,6681519.270506392,148855.70999999996,3.3498330907574854,,2237843.8405063925,50.36020014869521,,3.3498330907574854,50.36020014869521,Increase,Increase,8959.023044354839,9259.135362903226,4211.669617956436,13470.804980859662,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,23,Seaford School District,District,TRUE,764,Seaford Middle School,Matched,5355432.9,413129.96,788716.4,6557279.25,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6594134.36,0,6594134.36,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1470218.657065051,1724268.9133407795,TRUE,802,304,195,802,0,3194487.5704058306,9788621.930405831,36855.110000000335,0.5620488101067274,,3231342.680405831,49.278710837361864,,0.5620488101067274,49.278710837361864,Increase,Increase,8176.158665835412,8222.112668329177,3983.15158404717,12205.264252376348,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
