Model,CalculationLevel,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,IsSchool,IsSchoolCalculationUnit,CalculationUnitType,CalculationUnitName,CalculationUnitSequence,SchoolCalculationUnitCount,OperationalEnrollmentBasis,CharterBuildingPolicy,FundingSection,Component,RateComponent,QuantityType,SourceField,Rule,RawInputValue,AppliedFactor,FundingQuantity,CalculationStatus,CalculationComplete,ProvidedFundingRate,RateBasis,RateSourceCell,RecalculatedFundingRate,SelectedFundingRate,SelectedMethod,FundingRate,RateMethod,RateAvailable,FundingAmount,FundingComplete
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,634,South Dover Elementary School,TRUE,FALSE,Official school/program record,South Dover Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,58,0.48,27.84,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E28,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,90473.10289911205,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,634,South Dover Elementary School,TRUE,FALSE,Official school/program record,South Dover Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,7,1.54,10.78,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E30,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,35032.32935533146,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,634,South Dover Elementary School,TRUE,FALSE,Official school/program record,South Dover Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,623,0.2,124.6,Calculated using total enrollment,TRUE,3244.992535780311,Per weighted student,Calculator!E25,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,404919.13150967535,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,634,South Dover Elementary School,TRUE,FALSE,Official school/program record,South Dover Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Intensive Special Education,Operational Funding - Intensive Special Education,Weighted student,EnrollmentIntense,Intensive enrollment multiplied by 0.67.,6,0.67,4.0200000000000005,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E29,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,13064.00408241489,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,634,South Dover Elementary School,TRUE,FALSE,Official school/program record,South Dover Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Low Income,Operational Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,305,0.675,205.875,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E26,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,669042.7463848669,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,634,South Dover Elementary School,TRUE,FALSE,Official school/program record,South Dover Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Multilingual Learner,Operational Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,89,0.47,41.83,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E27,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,135937.13700681957,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,634,South Dover Elementary School,TRUE,FALSE,Official school/program record,South Dover Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Vocational,Operational Funding - Vocational,Weighted student,VocationalEnrollment,Calculator vocational enrollment multiplied by 0.20.,0,0.2,0,Calculator school row,TRUE,3244.992535780311,Per weighted student,Calculator!E31,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,634,South Dover Elementary School,TRUE,FALSE,Official school/program record,South Dover Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Low Income,Opportunity Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,305,0.675,205.875,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E20,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,1018764.3814644018,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,634,South Dover Elementary School,TRUE,FALSE,Official school/program record,South Dover Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Multilingual Learner,Opportunity Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,89,0.47,41.83,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E21,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,206994.11816226316,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,TRUE,School-code record,Towne Point Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,28.78844118844119,,2,Calculated using threshold formula,TRUE,74017,Per position,Calculator!E15,,,,74017,provided,TRUE,148034,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,TRUE,School-code record,Towne Point Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",29.78844118844119,,0.65,Calculated using threshold formula,TRUE,134266,Per position,Calculator!E14,,,,134266,provided,TRUE,87272.90000000001,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,TRUE,School-code record,Towne Point Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,110,0.05,5.5,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E7,,,,96155,provided,TRUE,528852.5,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,TRUE,School-code record,Towne Point Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,7,0.3846153846153846,2.692307692307692,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E10,,,,96155,provided,TRUE,258878.84615384613,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,TRUE,School-code record,Towne Point Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,10,0.16666666666666666,1.6666666666666667,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E9,,,,96155,provided,TRUE,160258.33333333334,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,TRUE,School-code record,Towne Point Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,173,0.0617283950617284,10.679012345679013,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E6,,,,96155,provided,TRUE,1026840.4320987655,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,TRUE,School-code record,Towne Point Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,22,0.11904761904761904,2.619047619047619,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E8,,,,96155,provided,TRUE,251834.52380952382,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,TRUE,School-code record,Towne Point Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",23.15703432370099,0.2,4.631406864740199,Calculated from school calculation-unit Base Division I positions,TRUE,96155,Per position,Calculator!E16,,,,96155,provided,TRUE,445332.9270790938,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,TRUE,School-code record,Towne Point Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per school code,TRUE,153065,Per position,Calculator!E13,,,,153065,provided,TRUE,153065,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,TRUE,School-code record,Towne Point Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",0,1,0,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,TRUE,School-code record,Towne Point Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",0,1,0,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,FALSE,Official school/program record,Towne Point Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,22,0.48,10.56,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E28,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,34317.38385828389,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,FALSE,Official school/program record,Towne Point Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,7,1.54,10.78,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E30,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,35032.32935533146,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,FALSE,Official school/program record,Towne Point Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,322,0.2,64.4,Calculated using total enrollment,TRUE,3244.992535780311,Per weighted student,Calculator!E25,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,209284.04549938277,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,FALSE,Official school/program record,Towne Point Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Intensive Special Education,Operational Funding - Intensive Special Education,Weighted student,EnrollmentIntense,Intensive enrollment multiplied by 0.67.,10,0.67,6.7,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E29,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,21773.340137358144,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,FALSE,Official school/program record,Towne Point Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Low Income,Operational Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,155,0.675,104.625,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E26,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,340005.33013001434,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,FALSE,Official school/program record,Towne Point Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Multilingual Learner,Operational Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,44,0.47,20.68,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E27,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,67204.8767224726,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,FALSE,Official school/program record,Towne Point Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Vocational,Operational Funding - Vocational,Weighted student,VocationalEnrollment,Calculator vocational enrollment multiplied by 0.20.,0,0.2,0,Calculator school row,TRUE,3244.992535780311,Per weighted student,Calculator!E31,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,FALSE,Official school/program record,Towne Point Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Low Income,Opportunity Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,155,0.675,104.625,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E20,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,517732.7184491223,TRUE
Proposed model,School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,TRUE,FALSE,Official school/program record,Towne Point Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Multilingual Learner,Opportunity Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,44,0.47,20.68,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E21,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,102334.1707768492,TRUE
Proposed model,LEA,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),11-Month Supervisor,11-Month Supervisor,Position,TotalBasePositions,Total Base positions divided by 150; fractional positions are retained.,68.94967846967847,0.00666666666666666,0.45966452313118983,Calculated from Total Base positions; fractional positions retained,TRUE,113281.67,Per position,Calculator!E39,,,,113281.67,provided,TRUE,52071.56482005481,TRUE
Proposed model,LEA,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Administrative Assistant,Administrative Assistant,Position,LEA,One position per LEA.,1,1,1,Calculated,TRUE,111365,Per position,Calculator!E36,,,,111365,provided,TRUE,111365,TRUE
Proposed model,LEA,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Assistant Superintendent,Assistant Superintendent,Position,TotalBasePositions,"One per completed 300 Total Base positions, capped at two. The proposed materials do not explicitly authorize fractional positions, so the current-model completed-threshold rule is retained.",68.94967846967847,,0,Calculated from Total Base positions using completed 300-position thresholds; maximum two,TRUE,167858,Per position,Calculator!E37,,,,167858,provided,TRUE,0,TRUE
Proposed model,LEA,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Buildings and Grounds Supervisor,Buildings and Grounds Supervisor,Position,LEA,One position per LEA.,1,1,1,Calculated,TRUE,123580,Per position,Calculator!E40,,,,123580,provided,TRUE,123580,TRUE
Proposed model,LEA,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Director,Director,Position,TotalBasePositions,"One at 200 Total Base positions plus one per completed additional 100, capped at six.",68.94967846967847,,0,Calculated from Total Base positions using completed thresholds,TRUE,166369,Per position,Calculator!E38,,,,166369,provided,TRUE,0,TRUE
Proposed model,LEA,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Food Services Supervisor,Food Services Supervisor,Position,BaseDivisionIPositions,One per LEA plus one per completed 500 Base Division I positions beyond the first 500.,50.79139872473206,,1,Calculated from Base Division I positions using completed thresholds,TRUE,123580,Per position,Calculator!E41,,,,123580,provided,TRUE,123580,TRUE
Proposed model,LEA,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Reading Cadre,Reading Cadre,Position,LEA,One position per LEA.,1,1,1,Calculated,TRUE,96155,Per position,Calculator!E43,,,,96155,provided,TRUE,96155,TRUE
Proposed model,LEA,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Superintendent,Superintendent,Position,LEA,One position per LEA.,1,1,1,Calculated,TRUE,188319,Per position,Calculator!E35,,,,188319,provided,TRUE,188319,TRUE
Proposed model,LEA,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Transportation Supervisor,Transportation Supervisor,Position,Enrollment,"Enrollment divided by 7,500.",759,1.3333333333333334e-4,0.1012,Calculated,TRUE,123580,Per position,Calculator!E42,,,,123580,provided,TRUE,12506.296,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,39.28638176638176,,3,Calculated using threshold formula,TRUE,74017,Per position,Calculator!E15,,,,74017,provided,TRUE,222051,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",41.28638176638176,,1,Calculated using threshold formula,TRUE,134266,Per position,Calculator!E14,,,,134266,provided,TRUE,134266,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,162,0.05,8.1,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E7,,,,96155,provided,TRUE,778855.5,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,8,0.3846153846153846,3.0769230769230766,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E10,,,,96155,provided,TRUE,295861.53846153844,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,9,0.16666666666666666,1.5,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E9,,,,96155,provided,TRUE,144232.5,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,271,0.0617283950617284,16.728395061728396,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E6,,,,96155,provided,TRUE,1608518.827160494,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,21,0.11904761904761904,2.5,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E8,,,,96155,provided,TRUE,240387.5,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",31.90531813865147,0.2,6.381063627730295,Calculated from school calculation-unit Base Division I positions,TRUE,96155,Per position,Calculator!E16,,,,96155,provided,TRUE,613571.1731244065,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per calculator charter building,TRUE,153065,Per position,Calculator!E13,,,,153065,provided,TRUE,153065,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",0,1,0,Shared charter total allocated across buildings,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,0,TRUE
